Human	Influenza
Q99623	Influenza:P15682
Q99623	Influenza:P05777
Q99623	Influenza:P03470
Q99623	Influenza:Q20MH8
Q99623	Influenza:P03427
Q96CW1	Influenza:P03470
Q96CW1	Influenza:P03427
Q96CW1	Influenza:P05777
Q96CW1	Influenza:P15682
Q00610	Influenza:P03470
Q00610	Influenza:P05777
Q00610	Influenza:P15682
Q00610	Influenza:P05780
Q00610	Influenza:Q1K9H5
Q00610	Influenza:P03454
P21964	Influenza:B4URE7
P21964	Influenza:Q20MH8
P55060	Influenza:P03470
P55060	Influenza:P05780
P55060	Influenza:Q20MH8
P55060	Influenza:P05777
Q32P51	Influenza:Q20MH4
P33240	Influenza:Q1K9H5
P07339	Influenza:P03470
Q5VTE0	Influenza:P03427
P14868	Influenza:P03454
P14868	Influenza:P05780
P14868	Influenza:P05777
P14868	Influenza:P03470
P14868	Influenza:Q20MH8
Q8NFQ8	Influenza:Q20MH8
P26196	Influenza:P15682
P26196	Influenza:P03470
P26196	Influenza:P05777
Q08211	Influenza:P15659
Q08211	Influenza:P03430
Q08211	Influenza:P03427
Q08211	Influenza:P03470
Q08211	Influenza:P05777
Q08211	Influenza:P15682
O43143	Influenza:P15682
O43143	Influenza:P03430
O43143	Influenza:P15659
O43143	Influenza:P03470
O43143	Influenza:P03427
O43143	Influenza:P05777
O43143	Influenza:P03454
O43143	Influenza:Q20MH3
O60220	Influenza:B4URF7
Q9H2U1	Influenza:P05777
Q9H2U1	Influenza:P03470
Q9H2U1	Influenza:P15682
Q8WWP7	Influenza:P03454
Q15392	Influenza:Q20MH8
Q14204	Influenza:P05777
Q14204	Influenza:P03470
Q14574	Influenza:B4URE7
P15924	Influenza:Q1K9H5
P23526	Influenza:Q1K9H5
P23526	Influenza:P03470
P23526	Influenza:B4URF6
Q96HS1	Influenza:P03427
Q96HS1	Influenza:P03470
Q96HS1	Influenza:P03430
Q96HS1	Influenza:P15682
Q96HS1	Influenza:Q20MH8
Q96HS1	Influenza:P05777
P29692	Influenza:Q82506
P29692	Influenza:Q1K9H5
P29692	Influenza:Q1I2B2
P29692	Influenza:P05777
P29692	Influenza:B4URF7
P29692	Influenza:Q1K9H2
P29692	Influenza:P03430
P29692	Influenza:P15682
P29692	Influenza:P15659
P29692	Influenza:P03470
P29692	Influenza:P03427
P29692	Influenza:Q1K9H6
P29692	Influenza:P03454
P29692	Influenza:P05780
P13639	Influenza:P15659
P13639	Influenza:P15682
P13639	Influenza:P03454
P13639	Influenza:P05780
P13639	Influenza:P03427
P13639	Influenza:P05777
P13639	Influenza:P03470
P05198	Influenza:P15682
P05198	Influenza:P03454
P05198	Influenza:P05777
P05198	Influenza:P03470
P05198	Influenza:P05780
Q14232	Influenza:Q20MH8
Q14232	Influenza:P05780
P41091	Influenza:P03470
P41091	Influenza:P05777
P41091	Influenza:P15682
P23588	Influenza:P15659
P23588	Influenza:Q89733
P23588	Influenza:P03470
P23588	Influenza:P03427
P23588	Influenza:Q82506
P23588	Influenza:P03430
P23588	Influenza:P15682
P23588	Influenza:P03454
P23588	Influenza:Q20MH0
P23588	Influenza:P05777
P55010	Influenza:P05780
Q15717	Influenza:Q82506
Q15717	Influenza:P03427
Q15717	Influenza:P03430
Q15717	Influenza:P15682
Q15717	Influenza:Q20MH3
Q15717	Influenza:P03454
Q15717	Influenza:Q1K9H2
Q15717	Influenza:P05777
Q15717	Influenza:P03470
P50402	Influenza:P03427
P50402	Influenza:P05777
P50402	Influenza:P05780
P50402	Influenza:Q1K9H5
Q14247	Influenza:P03470
P06733	Influenza:P05780
P06733	Influenza:P03454
P06733	Influenza:P05777
P06733	Influenza:P15682
P06733	Influenza:P03470
P06733	Influenza:Q20MH8
P07437	Influenza:P05777
P07437	Influenza:P03470
P07437	Influenza:P05780
P07437	Influenza:P03454
P07437	Influenza:P15682
P07437	Influenza:P03430
P07437	Influenza:Q20MH0
P07437	Influenza:P15659
P07437	Influenza:P03427
Q3ZAQ7	Influenza:Q20MH4
P07814	Influenza:Q20MH8
P07814	Influenza:P05780
P07814	Influenza:P03454
P07814	Influenza:P05777
P07814	Influenza:P03427
P07814	Influenza:P03470
P07814	Influenza:P15682
P84090	Influenza:P03430
P84090	Influenza:Q89733
P84090	Influenza:P05777
P84090	Influenza:P15682
P84090	Influenza:P15659
P84090	Influenza:P03470
P84090	Influenza:P03454
P84090	Influenza:P03427
P22087	Influenza:P05777
P22087	Influenza:P03470
P22087	Influenza:P15682
P22087	Influenza:P03430
P22087	Influenza:Q1K9H2
P22087	Influenza:P03427
O95573	Influenza:P05780
O95573	Influenza:Q20MH8
P49327	Influenza:Q1K9H5
P49327	Influenza:P03454
P35544	Influenza:Q82506
P35544	Influenza:P05777
P35544	Influenza:P15682
P35544	Influenza:P03470
P35544	Influenza:P03427
P35544	Influenza:P03430
P35544	Influenza:P03454
P35544	Influenza:P15659
P51991	Influenza:P03427
P51991	Influenza:Q82506
P51991	Influenza:P03470
P51991	Influenza:P05777
P51991	Influenza:P03430
P51991	Influenza:P03454
P51991	Influenza:Q20MH3
P51991	Influenza:P15682
Q96QV6	Influenza:B4URF7
Q6PCB5	Influenza:Q20MH3
O15234	Influenza:P15682
Q9Y678	Influenza:P05780
Q9Y678	Influenza:P05777
Q9Y678	Influenza:P03470
Q9Y678	Influenza:P15682
Q9Y678	Influenza:Q1K9H5
Q9UPN7	Influenza:Q20MH8
Q9UPN7	Influenza:B4URF7
Q9UPN7	Influenza:Q1K9H5
Q7L2E3	Influenza:P03470
Q7L2E3	Influenza:Q20MH3
Q7L2E3	Influenza:P15682
Q7L2E3	Influenza:P03430
Q13049	Influenza:Q1K9H5
Q13049	Influenza:B4URF7
Q9UKV3	Influenza:Q20MH3
Q9UKV3	Influenza:P15682
Q8NE71	Influenza:P03430
Q8NE71	Influenza:P15682
Q8NE71	Influenza:P03470
Q8NE71	Influenza:P05777
A5YKK6	Influenza:P05780
O75643	Influenza:P03430
O75643	Influenza:P03470
O75643	Influenza:P05780
O75643	Influenza:Q20MH3
O75643	Influenza:P15682
O75643	Influenza:P05777
O75643	Influenza:P15659
Q7Z3U7	Influenza:Q20MH8
Q7Z3U7	Influenza:B4URF7
O75155	Influenza:Q20MH8
Q9UPU7	Influenza:Q1K9H5
Q9NZ52	Influenza:P03454
O75369	Influenza:P05780
Q14315	Influenza:Q1K9H5
Q14315	Influenza:Q82506
Q14315	Influenza:P03427
Q14315	Influenza:P05777
Q14315	Influenza:P03430
Q14315	Influenza:P03470
Q14315	Influenza:P15682
Q14315	Influenza:P15659
Q14315	Influenza:Q20MH0
Q14315	Influenza:P03454
Q14697	Influenza:B4URF7
Q14697	Influenza:Q20MH8
Q14697	Influenza:P03454
Q14697	Influenza:Q1K9H5
Q14697	Influenza:P03470
Q14697	Influenza:P05777
Q14697	Influenza:P05780
Q96CS3	Influenza:P15659
Q96CS3	Influenza:P05777
Q96CS3	Influenza:Q20MH8
Q29RF7	Influenza:P05780
Q29RF7	Influenza:Q20MH8
P42695	Influenza:Q20MH8
P42695	Influenza:P05780
Q06787	Influenza:P15682
Q5T4S7	Influenza:P03427
Q5T4S7	Influenza:P05780
Q5T4S7	Influenza:Q20MH8
Q5T4S7	Influenza:P05777
Q6PKG0	Influenza:P03470
Q6PKG0	Influenza:P03427
Q6PKG0	Influenza:Q1K9H2
Q6PKG0	Influenza:P15682
Q6PKG0	Influenza:P05777
Q6PKG0	Influenza:P03430
Q6PKG0	Influenza:P15659
Q15393	Influenza:P03430
Q15393	Influenza:P03454
Q15393	Influenza:P03427
Q15393	Influenza:P15682
Q15393	Influenza:P05777
Q15393	Influenza:P03470
Q15393	Influenza:P15659
O75533	Influenza:P03470
O75533	Influenza:Q1K9H2
O75533	Influenza:P15659
O75533	Influenza:P03430
O75533	Influenza:P03427
O75533	Influenza:P05780
O75533	Influenza:P15682
O75533	Influenza:P03454
O75533	Influenza:P05777
P42285	Influenza:P05777
P42285	Influenza:P03470
P42285	Influenza:P15682
P42285	Influenza:B4URF7
P42285	Influenza:Q1K9H5
Q9UQ35	Influenza:P03454
Q9UQ35	Influenza:Q82506
Q9UQ35	Influenza:P03470
Q9UQ35	Influenza:P15682
Q9UQ35	Influenza:P05777
Q15057	Influenza:P03454
Q9BZE4	Influenza:P03430
Q9BZE4	Influenza:P05777
Q9BZE4	Influenza:P15682
Q9BZE4	Influenza:Q1K9H2
Q9Y5K6	Influenza:P03427
Q6P2E9	Influenza:Q20MH8
Q9HCN8	Influenza:P03470
Q9HCN8	Influenza:B4URF0
Q9NZJ7	Influenza:P05777
Q9NZJ7	Influenza:P05780
Q9Y6C9	Influenza:P05780
O94906	Influenza:Q20MH8
O94906	Influenza:Q1K9H5
P42345	Influenza:Q20MH8
Q14331	Influenza:P15682
Q14331	Influenza:P05780
P02794	Influenza:Q1K9H5
Q9BYC5	Influenza:P03427
P12956	Influenza:P03427
P12956	Influenza:P05777
P12956	Influenza:P15682
P12956	Influenza:P03470
P12956	Influenza:P03430
P12956	Influenza:P03454
P12956	Influenza:Q1K9H5
Q9UBB4	Influenza:Q20MH8
Q9UBB4	Influenza:P05780
Q9UBB4	Influenza:B4URF0
Q8TEQ6	Influenza:P05780
Q8NCA5	Influenza:Q20MH3
Q8WWY3	Influenza:P15682
Q8WWY3	Influenza:P03470
Q8WWY3	Influenza:Q82506
Q8WWY3	Influenza:P15659
Q8WWY3	Influenza:P03454
Q8WWY3	Influenza:P03430
Q8WWY3	Influenza:P05777
Q8WWY3	Influenza:P03427
Q8NC51	Influenza:P05777
Q8NC51	Influenza:P03454
Q8NC51	Influenza:Q20MH0
Q8NC51	Influenza:Q82506
Q8NC51	Influenza:P03470
Q8NC51	Influenza:P03427
Q8NC51	Influenza:P05780
Q8NC51	Influenza:P15682
Q8NC51	Influenza:P03430
O76021	Influenza:Q1K9H2
O76021	Influenza:P15682
Q9H4L4	Influenza:B4URF7
Q9BVP2	Influenza:B4URF7
Q9Y5J9	Influenza:B4URF7
Q96EP5	Influenza:Q1K9H2
O60518	Influenza:P05780
O60518	Influenza:Q20MH8
O60518	Influenza:Q1K9H5
Q9ULX6	Influenza:P03427
Q9ULX6	Influenza:B4URF7
Q9ULX6	Influenza:Q1K9H5
Q7KZF4	Influenza:P03470
Q7KZF4	Influenza:P05777
Q7KZF4	Influenza:P15682
Q9NUL3	Influenza:Q20MH3
Q9NUL3	Influenza:P15682
Q9NUL3	Influenza:Q1K9H2
Q9NUL3	Influenza:P05777
Q9NUL3	Influenza:P03427
Q9UHB7	Influenza:P15682
Q9UHB7	Influenza:P03427
Q96DZ1	Influenza:B4URF0
Q9UNQ2	Influenza:P15682
Q9UBQ5	Influenza:P05780
Q9UBQ5	Influenza:P05777
Q9UMS4	Influenza:P15659
Q9UMS4	Influenza:P03430
Q9UMS4	Influenza:P05777
Q9UMS4	Influenza:P03470
Q9UMS4	Influenza:P03427
Q9UMS4	Influenza:Q20MH3
Q9UMS4	Influenza:P15682
Q92896	Influenza:Q1K9H5
P04899	Influenza:P05777
P04899	Influenza:P15659
P04899	Influenza:P05780
P62873	Influenza:B4URE7
P16520	Influenza:P03454
P16520	Influenza:P05780
Q13098	Influenza:P05780
Q13227	Influenza:Q20MH4
Q9Y2Q9	Influenza:Q1K9H2
Q9Y2Q9	Influenza:P03427
Q9Y2Q9	Influenza:P15682
Q9Y6E2	Influenza:P05780
Q9Y6E2	Influenza:Q20MH8
Q9BYW2	Influenza:Q1K9H5
P05141	Influenza:P05777
P05141	Influenza:P03430
P05141	Influenza:P15682
P05141	Influenza:P15659
P05141	Influenza:P03427
P05141	Influenza:P03470
P05141	Influenza:P05780
P05141	Influenza:P03454
P30101	Influenza:B4URF0
P30101	Influenza:P03454
P30101	Influenza:P03470
P30101	Influenza:P15682
P12236	Influenza:P03454
P12236	Influenza:P15659
P12236	Influenza:P15682
P12236	Influenza:B4URE7
P12236	Influenza:P03470
P12236	Influenza:P03430
P12236	Influenza:P03427
P12236	Influenza:P05777
P12236	Influenza:P05780
Q9NTK5	Influenza:Q1K9H2
P61619	Influenza:B4URE7
P61619	Influenza:P05780
P61619	Influenza:B4URF0
P61619	Influenza:P05777
Q96G23	Influenza:B4URF0
P07305	Influenza:P05777
P07305	Influenza:P03454
P07305	Influenza:P03470
P07305	Influenza:P03427
P07305	Influenza:P15682
P16403	Influenza:P03427
P16403	Influenza:P15682
P16403	Influenza:P05780
P16403	Influenza:P03430
P16403	Influenza:Q89733
P16403	Influenza:Q20MH3
P16403	Influenza:P03470
P16402	Influenza:Q82506
P16401	Influenza:P03430
P16401	Influenza:P15682
P16401	Influenza:P03427
P16401	Influenza:P15659
P16401	Influenza:P03470
P22492	Influenza:P03427
P0C0S5	Influenza:P05777
P0C0S5	Influenza:P03470
P0C0S5	Influenza:P15682
P0C0S5	Influenza:P03454
P07355	Influenza:P03454
P07355	Influenza:Q82506
P07355	Influenza:P03427
P07355	Influenza:P03470
P07355	Influenza:P03430
P07355	Influenza:P05780
P07355	Influenza:P15682
P07355	Influenza:P05777
P07355	Influenza:P15659
P07355	Influenza:Q20MH0
P84243	Influenza:P03454
P84243	Influenza:P15682
P84243	Influenza:P03470
Q02539	Influenza:Q89733
Q02539	Influenza:Q1K9H2
Q02539	Influenza:Q20MH0
P40939	Influenza:P03470
P40939	Influenza:B4URF0
P40939	Influenza:Q20MH8
P40939	Influenza:P05780
P55084	Influenza:P15682
P55084	Influenza:P05780
P55084	Influenza:P03470
P55084	Influenza:P03427
P55084	Influenza:Q20MH8
Q13547	Influenza:Q1K9H5
Q13547	Influenza:B4URF7
Q92769	Influenza:B4URF7
Q00341	Influenza:P03470
Q00341	Influenza:P15682
Q00341	Influenza:P05777
Q9UJZ1	Influenza:Q1K9H5
P52789	Influenza:P03470
P52789	Influenza:P05777
P01889	Influenza:P03470
P01889	Influenza:P03454
P01889	Influenza:Q20MH8
P01889	Influenza:P05777
P01889	Influenza:Q1K9H5
P01889	Influenza:B4URF7
P01889	Influenza:B4URE7
P10321	Influenza:B4URE7
P09429	Influenza:P03454
P05204	Influenza:P15682
P17096	Influenza:P15682
P17096	Influenza:P03427
P17096	Influenza:P03470
P17096	Influenza:P05777
P17096	Influenza:P03454
Q8IUE6	Influenza:B4URF7
P09651	Influenza:P05777
P09651	Influenza:P03454
P09651	Influenza:P03427
P09651	Influenza:P03470
P09651	Influenza:Q20MH0
P09651	Influenza:P15682
P09651	Influenza:Q89733
P09651	Influenza:Q82506
P09651	Influenza:P03430
P09651	Influenza:P15659
P22626	Influenza:P03454
P22626	Influenza:P03430
P22626	Influenza:P03470
P22626	Influenza:Q82506
P22626	Influenza:P15659
P22626	Influenza:P03427
P22626	Influenza:P05777
P22626	Influenza:P15682
Q99729	Influenza:P03470
Q99729	Influenza:P03454
Q99729	Influenza:P15682
Q99729	Influenza:P03427
Q99729	Influenza:Q20MH0
Q99729	Influenza:P05777
Q99729	Influenza:Q20MH3
Q99729	Influenza:P03430
Q14103	Influenza:P03427
Q14103	Influenza:Q20MH3
Q14103	Influenza:P15682
Q14103	Influenza:P03454
Q14103	Influenza:P05777
Q14103	Influenza:P03470
Q14103	Influenza:P03430
Q14103	Influenza:Q82506
P52597	Influenza:P05780
P52597	Influenza:P03470
P52597	Influenza:P03430
P52597	Influenza:P05777
P52597	Influenza:P03427
P52597	Influenza:P15659
P52597	Influenza:P15682
P52597	Influenza:P03454
P31943	Influenza:P03470
P31943	Influenza:P05780
P31943	Influenza:P03427
P31943	Influenza:P03430
P31943	Influenza:P05777
P31943	Influenza:P03454
P31943	Influenza:Q20MH0
P31943	Influenza:P15659
P31943	Influenza:P15682
P55795	Influenza:P15682
P31942	Influenza:Q1K9H2
P31942	Influenza:P03470
P31942	Influenza:Q20MH3
P31942	Influenza:P15682
P61978	Influenza:Q82506
P61978	Influenza:Q20MH0
P61978	Influenza:P15659
P61978	Influenza:P05777
P61978	Influenza:P03427
P61978	Influenza:P03470
P61978	Influenza:P03430
P61978	Influenza:P03454
P61978	Influenza:P15682
P14866	Influenza:Q82506
P14866	Influenza:P03470
P14866	Influenza:P03427
P14866	Influenza:P15682
P14866	Influenza:P03430
P14866	Influenza:P05777
P14866	Influenza:P15659
P14866	Influenza:Q20MH3
P14866	Influenza:P03454
Q00839	Influenza:Q82506
Q00839	Influenza:P05777
Q00839	Influenza:P03427
Q00839	Influenza:P03454
Q00839	Influenza:P03470
Q00839	Influenza:P15682
Q00839	Influenza:P03430
Q00839	Influenza:P15659
P25686	Influenza:P15659
P25686	Influenza:P03430
P34931	Influenza:Q82506
P34931	Influenza:Q20MH0
P17066	Influenza:P03427
P11142	Influenza:P03427
P11142	Influenza:P03470
P11142	Influenza:Q20MH0
P11142	Influenza:P03430
P11142	Influenza:P05777
P11142	Influenza:P03454
P11142	Influenza:Q82506
P11142	Influenza:Q89733
P11142	Influenza:P05780
P11142	Influenza:P15682
P11142	Influenza:P15659
P38646	Influenza:P03454
P38646	Influenza:P05780
P38646	Influenza:P03430
P38646	Influenza:P15659
P38646	Influenza:P05777
P38646	Influenza:P03427
P38646	Influenza:Q20MH0
P38646	Influenza:P03470
P38646	Influenza:P15682
P04792	Influenza:Q20MH0
P04792	Influenza:P03454
P04792	Influenza:P05777
P04792	Influenza:P03430
P04792	Influenza:Q1K9H5
P04792	Influenza:P05780
P04792	Influenza:Q20MH8
P04792	Influenza:P03470
P04792	Influenza:P03427
P04792	Influenza:P15682
P04792	Influenza:P15659
P04792	Influenza:Q89733
P08238	Influenza:P03427
P08238	Influenza:P03454
P08238	Influenza:P05780
P08238	Influenza:P03470
P08238	Influenza:P05777
P08238	Influenza:P15659
P08238	Influenza:P03430
P08238	Influenza:P15682
P10809	Influenza:Q20MH0
P10809	Influenza:P03470
P10809	Influenza:P05780
P10809	Influenza:P15659
P10809	Influenza:P03454
P10809	Influenza:P05777
P10809	Influenza:Q1K9H5
P10809	Influenza:P03430
P10809	Influenza:P15682
P10809	Influenza:P03427
P61604	Influenza:P15682
P61604	Influenza:P05777
P61604	Influenza:P03470
P61604	Influenza:P03454
P25685	Influenza:B4URF7
P25685	Influenza:Q1K9H6
P41252	Influenza:Q20MH8
P41252	Influenza:P05777
P41252	Influenza:P05780
P41252	Influenza:P15682
P41252	Influenza:P03470
P50213	Influenza:P05777
P50213	Influenza:P05780
O60812	Influenza:Q1K9H2
Q562R1	Influenza:Q1I2B2
P05067	Influenza:Q20MH8
Q12905	Influenza:P03427
Q12905	Influenza:P15659
Q12905	Influenza:P03470
Q12905	Influenza:P03430
Q12905	Influenza:P05780
Q12905	Influenza:P15682
Q12905	Influenza:P05777
P60228	Influenza:P03470
P60228	Influenza:P05777
P60228	Influenza:P15682
Q15046	Influenza:B4URE7
Q15046	Influenza:P03470
Q15046	Influenza:Q20MH8
Q15046	Influenza:P05777
P84077	Influenza:P03470
P84077	Influenza:P03427
P84077	Influenza:B4URE7
P84077	Influenza:P03454
P84077	Influenza:P15659
P84077	Influenza:P05777
P84077	Influenza:P05780
Q14974	Influenza:P03454
Q14974	Influenza:P15682
Q14974	Influenza:P15659
Q14974	Influenza:P05780
Q14974	Influenza:P03430
Q14974	Influenza:P05777
Q14974	Influenza:P03427
Q14974	Influenza:Q20MH8
Q14974	Influenza:P03470
P52292	Influenza:P03470
P52292	Influenza:Q1K9H2
P52292	Influenza:P15682
P52292	Influenza:Q20MH3
P52292	Influenza:P05777
P52292	Influenza:Q20MH8
P52292	Influenza:P05780
O00505	Influenza:P03427
O00505	Influenza:Q20MH3
O00505	Influenza:P15682
O00505	Influenza:B4URF7
Q86YZ3	Influenza:P03454
Q86YZ3	Influenza:P15682
P08865	Influenza:Q20MH4
P08865	Influenza:P15682
P08865	Influenza:P05777
P08865	Influenza:P05780
P08865	Influenza:P03470
P08865	Influenza:P03454
P08865	Influenza:P03427
P08865	Influenza:P03430
Q14739	Influenza:P05780
P07195	Influenza:P03470
P07195	Influenza:Q1K9H2
P01130	Influenza:Q20MH8
Q08380	Influenza:P03454
P49257	Influenza:Q20MH8
P20700	Influenza:P03430
P20700	Influenza:Q1K9H5
P20700	Influenza:P15659
Q14444	Influenza:P15682
Q14444	Influenza:Q20MH3
Q14444	Influenza:P03430
Q14444	Influenza:P03427
Q14444	Influenza:P03470
Q14444	Influenza:P05777
P29966	Influenza:B4URF7
P27816	Influenza:P15682
P27816	Influenza:P05777
P27816	Influenza:P03470
P27816	Influenza:Q20MH0
P56192	Influenza:P05780
P56192	Influenza:Q20MH8
P25205	Influenza:P05777
P25205	Influenza:P03470
P25205	Influenza:P05780
P25205	Influenza:P15682
P25205	Influenza:P03430
P33991	Influenza:B4URF7
P33991	Influenza:P15682
P33991	Influenza:Q1K9H5
Q14566	Influenza:P03470
P33993	Influenza:Q1K9H5
P33993	Influenza:P03470
P33993	Influenza:P05777
P33993	Influenza:P05780
P33993	Influenza:B4URF7
P33993	Influenza:P15682
P46013	Influenza:B4URF7
P46013	Influenza:Q1K9H5
P51948	Influenza:B4URF7
P51948	Influenza:Q1K9H6
P51948	Influenza:Q1K9H5
P26038	Influenza:P03454
P26038	Influenza:P05777
P26038	Influenza:P03470
P26038	Influenza:P15682
P55209	Influenza:Q1K9H5
P55209	Influenza:P05780
P55209	Influenza:P05777
P55209	Influenza:Q20MH0
P55209	Influenza:P03427
P55209	Influenza:P03454
P55209	Influenza:P03430
P55209	Influenza:P15659
P55209	Influenza:P15682
P55209	Influenza:P03470
Q99733	Influenza:Q1K9H5
Q99733	Influenza:P03430
Q99733	Influenza:P05780
Q99733	Influenza:P05777
Q99733	Influenza:P03454
Q99733	Influenza:P15682
Q99733	Influenza:P03470
O43776	Influenza:P05777
Q09161	Influenza:Q1K9H2
Q09161	Influenza:P15682
Q09161	Influenza:P03470
P19338	Influenza:P15659
P19338	Influenza:P03430
P19338	Influenza:P03427
P19338	Influenza:P15682
P19338	Influenza:Q89733
P19338	Influenza:P03454
P19338	Influenza:P05780
P19338	Influenza:P05777
P19338	Influenza:Q82506
P19338	Influenza:P03470
P19338	Influenza:Q20MH0
P53396	Influenza:P03470
P53396	Influenza:P03454
O00217	Influenza:P05777
Q15843	Influenza:P15659
Q15843	Influenza:P03470
P05023	Influenza:P05780
P05023	Influenza:Q1K9H5
P05023	Influenza:P05777
P55769	Influenza:Q20MH4
P46087	Influenza:P15682
P46087	Influenza:Q1K9H2
Q15233	Influenza:P15659
Q15233	Influenza:P03454
Q15233	Influenza:P03470
Q15233	Influenza:P05777
Q15233	Influenza:P15682
P06748	Influenza:P03454
P06748	Influenza:P15659
P06748	Influenza:Q20MH0
P06748	Influenza:Q1K9H2
P06748	Influenza:P03427
P06748	Influenza:P03470
P06748	Influenza:Q82506
P06748	Influenza:P05777
P06748	Influenza:P03430
P06748	Influenza:P15682
P16615	Influenza:P05777
P16615	Influenza:Q20MH8
P16615	Influenza:P05780
Q93084	Influenza:Q20MH8
P20020	Influenza:Q1K9H5
P67809	Influenza:P03430
P67809	Influenza:P05777
P67809	Influenza:P03427
P67809	Influenza:P03470
P67809	Influenza:P03454
P67809	Influenza:Q20MH0
P67809	Influenza:P15682
P67809	Influenza:P15659
P67809	Influenza:P05780
P67809	Influenza:Q82506
Q8TED1	Influenza:P05780
Q8TED1	Influenza:Q20MH8
P25705	Influenza:P03470
P25705	Influenza:P03454
P25705	Influenza:Q89733
P25705	Influenza:P03427
P25705	Influenza:P15659
P25705	Influenza:P15682
P25705	Influenza:Q20MH4
P25705	Influenza:P05777
P25705	Influenza:P05780
O43913	Influenza:Q20MH8
P13674	Influenza:Q1K9H5
P13674	Influenza:Q20MH8
P13674	Influenza:B4URF7
P07237	Influenza:P03470
P07237	Influenza:B4URF7
P07237	Influenza:P05777
P07237	Influenza:Q20MH8
P07237	Influenza:P15682
P07237	Influenza:P03454
P07237	Influenza:Q1K9H5
Q06830	Influenza:P03430
Q06830	Influenza:P15682
Q06830	Influenza:P03470
Q06830	Influenza:P03427
Q06830	Influenza:P05780
Q06830	Influenza:P05777
Q06830	Influenza:P15659
Q06830	Influenza:Q1K9H5
P06576	Influenza:Q20MH4
P06576	Influenza:Q89733
P06576	Influenza:P05777
P06576	Influenza:P15682
P06576	Influenza:P05780
P06576	Influenza:P03470
P06576	Influenza:P03454
P57678	Influenza:Q20MH8
P57678	Influenza:P05780
Q9P2K5	Influenza:P03427
Q15366	Influenza:P05777
Q15366	Influenza:P15682
Q15366	Influenza:P03430
Q15366	Influenza:P03454
Q15366	Influenza:B4URE7
Q15366	Influenza:P05780
Q15366	Influenza:P03470
P05165	Influenza:Q20MH4
Q9Y3D6	Influenza:P03470
Q9Y3D6	Influenza:P05777
Q8WXF7	Influenza:Q1K9H2
Q71UM5	Influenza:P03427
Q71UM5	Influenza:B4URF7
Q71UM5	Influenza:Q1K9H2
Q71UM5	Influenza:P05780
P12004	Influenza:Q1K9H5
P12004	Influenza:Q1I2B2
P12004	Influenza:B4URE7
P12004	Influenza:Q1K9H6
P12004	Influenza:P05780
P12004	Influenza:B4URF7
P12004	Influenza:P05777
P12004	Influenza:P03470
Q9BT78	Influenza:P05780
Q9BT78	Influenza:Q1K9H5
Q53GQ0	Influenza:B4URE7
Q9BRK5	Influenza:Q1K9H5
Q9BRK5	Influenza:Q20MH8
Q9BRK5	Influenza:P05777
Q9BRK5	Influenza:B4URF7
Q9BRK5	Influenza:P03427
Q9UK41	Influenza:Q1K9H5
Q9UK41	Influenza:Q1K9G9
Q9UI26	Influenza:Q20MH8
Q9UI26	Influenza:P05780
Q9H0S4	Influenza:P03430
P30049	Influenza:Q20MH4
O95071	Influenza:P03430
O95071	Influenza:B4URF7
O95071	Influenza:P05777
O95071	Influenza:P15659
O95071	Influenza:Q1K9H5
O95071	Influenza:P03427
O95071	Influenza:Q20MH8
Q9Y262	Influenza:P15682
Q9Y262	Influenza:P05777
Q9Y262	Influenza:P03470
Q9Y262	Influenza:P05780
Q9Y262	Influenza:P03454
Q9Y262	Influenza:Q1K9H5
Q9Y262	Influenza:Q1I2B2
Q9Y3I0	Influenza:P03430
Q9Y3I0	Influenza:P03470
Q9Y3I0	Influenza:Q20MH3
Q9Y3I0	Influenza:P15682
Q9Y3I0	Influenza:P05777
Q9P035	Influenza:Q20MH8
Q9P035	Influenza:P03470
Q9P035	Influenza:P15659
Q9P035	Influenza:P05780
Q9P035	Influenza:P05777
Q9P035	Influenza:Q1K9H5
P24539	Influenza:Q20MH4
Q9P2J5	Influenza:P05780
Q9P2J5	Influenza:Q20MH8
Q9P2J5	Influenza:P03470
Q9Y2X3	Influenza:Q1K9H2
Q9Y2X3	Influenza:Q20MH8
Q9Y2X3	Influenza:Q1K9H5
Q9Y2X3	Influenza:B4URF7
Q9Y224	Influenza:P03427
Q9Y224	Influenza:Q1I2B2
Q9Y224	Influenza:B4URF7
Q9Y224	Influenza:P15659
Q9Y224	Influenza:Q20MH3
Q9Y224	Influenza:P03470
Q9Y224	Influenza:P05777
Q9Y224	Influenza:P15682
Q9Y224	Influenza:Q1K9H5
Q9Y3D0	Influenza:Q20MH8
Q9UBS4	Influenza:P03470
Q9UBS4	Influenza:P05777
Q9UBS4	Influenza:P03427
Q9UBS4	Influenza:P03454
O95232	Influenza:P15659
O95232	Influenza:P03454
O95232	Influenza:Q1K9H2
O95232	Influenza:P15682
O95232	Influenza:P05777
O95232	Influenza:P03470
O95232	Influenza:P03430
O95232	Influenza:P03427
Q9NZT1	Influenza:Q1K9G9
Q9NZT1	Influenza:P03470
Q9NY65	Influenza:Q20MH0
P17858	Influenza:Q20MH8
P17858	Influenza:P05777
P17858	Influenza:P05780
Q01813	Influenza:Q20MH8
Q01813	Influenza:P05780
Q01813	Influenza:P05777
P18859	Influenza:Q20MH4
Q00325	Influenza:Q20MH0
Q00325	Influenza:P15682
Q00325	Influenza:P03427
